brightness,contrast,compression_diff,saturation,laplacian_var,edge_density,sobel_mean,fft_hf_ratio,moire_score,local_fft_hf,h_freq_peak,v_freq_peak,diag_freq_peak,banding_score,glare_ratio,glare_patch_size,rect_contour_score,perspective_score,bezel_score,paper_texture,blockiness,image,group,label
7.71491870880127,5.903422678679668,0.043367643356323246,10.190528583526612,3.2230922433765956,0.0018616676330566408,2.9393112203784244,0.7350218643482717,1.368366414446126,111.48009560659584,34662.333342546124,28626.393358377856,12185.176574676976,0.0002983293556085919,0.006642341613769531,0.0013523101806640625,0.6175438596491228,0.0,0.3723562628317641,31.63088978298094,3.354269027709961,manual_real_flower_01.jpeg,dataset_real,0
7.760980129241943,6.4943966643812665,0.04786501884460449,11.5373028755188,6.3235698908915765,0.003272628784179688,3.600337528898141,0.7598914956168034,2.4868427814089036,110.44879333301405,33740.5949644985,25712.121888677815,11043.742748385084,0.000310077519379845,0.004630088806152344,0.0009059906005859375,0.5534188034188035,0.0,0.3335420944541399,61.16622922454539,4.2431640625,manual_real_flower_02.jpeg,dataset_real,0
9.116609954833985,6.930223349219659,0.04090211868286133,11.878661155700684,3.164590745736132,0.0026336669921875003,3.0503682881711915,0.7404562761276038,1.9501152535953432,108.10046614586122,34366.76539146018,22747.95341595179,14883.077144293788,0.00029214139643587495,0.03742027282714844,0.009279251098632812,0.6449064449064449,0.0029582977294893664,0.16677104722706995,30.81245963827859,2.9690423011779785,WhatsApp Image 2026-06-30 at 4.09.45 PM.jpeg,dataset_real,0
13.00997428894043,5.694879502394566,0.09736639976501466,6.103972911834717,27.78227579112827,0.013274383544921876,7.058591334591494,0.84114608650143,11.165695769530014,131.14177236742896,22542.786936098524,35084.149004056344,18605.42225692396,0.00029120559114735004,0.007632255554199219,0.00018405914306640625,0.30406960996749727,0.0,0.02599589322368585,240.94349945105924,12.658971786499023,WhatsApp Image 2026-06-30 at 4.09.46 PM (1).jpeg,dataset_real,0
13.292745208740236,5.588808401588188,0.05263692855834961,7.413312149047852,4.488705253600711,0.0030595779418945315,3.7270799996485398,0.7437039221716643,2.275420115576871,114.04772059779833,19848.6962614863,28541.63989471256,18074.156407058963,0.0002674511901577962,0.008785247802734375,0.0009937286376953125,0.43410852713178294,0.0005340576171869906,0.001309034907590816,43.51369817784882,4.279808044433594,WhatsApp Image 2026-06-30 at 4.09.46 PM.jpeg,dataset_real,0
15.202599430084229,4.458020924381454,0.04195734977722168,5.206974887847901,6.229858191963285,0.002575492858886719,2.4534186948383665,0.7834974913262404,2.0178921938663907,122.5344990331006,27780.688498926247,33886.957465521,19754.935048100706,0.0004020908725371934,6.866455078125e-05,3.147125244140625e-05,0.8214604449544208,0.04915714263911328,0.0015554414784314402,60.69408639110502,2.8714399337768555,WhatsApp Image 2026-06-30 at 4.09.47 PM (1).jpeg,dataset_real,0
10.13188180923462,5.107021922936001,0.04287322044372559,6.29126615524292,4.012820231384467,0.0018890380859375002,2.55394350435744,0.7404626764599608,1.3987621970480826,99.6502545103714,15674.170983332762,26482.08973145576,16199.484616761236,0.0003663003663003663,0.012180328369140625,0.0049991607666015625,0.6868421052631579,0.0,0.01895277207382468,39.37016528893409,2.937915325164795,WhatsApp Image 2026-06-30 at 4.09.47 PM (2).jpeg,dataset_real,0
9.871837997436524,5.682141897366641,0.052398452758789064,10.517250442504883,4.919941397106505,0.0026787757873535157,3.203141320723535,0.8091371810942398,2.1674970893627266,121.15024242651829,26395.459846800917,23417.676616415803,15629.615221461774,0.00025484199796126404,0.0070552825927734375,0.0006170272827148438,0.6462424718512699,0.0,0.04906057494841345,47.88147198208833,4.561396598815918,WhatsApp Image 2026-06-30 at 4.09.47 PM (3).jpeg,dataset_real,0
9.785427474975586,6.026668251618118,0.0491336727142334,9.663322639465333,3.9050000960236506,0.002380943298339844,3.2349455402883622,0.8143680701621598,1.938964199034546,105.75674071796861,26609.506896504743,29948.31235512504,15281.661592530396,0.000254000508001016,0.010364532470703125,0.0012807846069335938,0.8306892296844703,0.0044941902160601675,0.002864476386022256,38.12024257937211,4.100020408630371,WhatsApp Image 2026-06-30 at 4.09.47 PM (4).jpeg,dataset_real,0
12.172943210601808,4.901855080529892,0.07046049118041993,5.132978057861329,16.78332581348359,0.009270668029785156,6.937790683523669,0.7438716142363776,6.896186792365863,116.66140523019578,19240.0319008723,32986.012471544665,16532.666521071686,0.00025188916876574307,0.02429676055908203,0.0027475357055664062,0.4402867383512545,0.0,0.0,152.27399392958287,7.850362777709961,WhatsApp Image 2026-06-30 at 4.09.47 PM.jpeg,dataset_real,0
